OrgID,Name,Size,Type,StAdd,City,Zip,County,State,Latitude,Longitude
2127,"Museum of Contemporary Art, Los Angeles",Very Large,"Museums, Visual Arts, History",250 South Grand Avenue,Los Angeles,90012,Los Angeles,CA,34.05287111,-118.2508422
2128,Los Angeles Municipal Art Gallery Associates,Very Small,"Museums, Visual Arts, History",4800 Hollywood Boulevard,Los Angeles,90027,Los Angeles,CA,34.10168282,-118.294515
2141,LA Opera,Very Large,Performing Arts,135 North Grand Ave.,Los Angeles,90012,Los Angeles,CA,34.05735983,-118.2481651
2152,Dance Camera West,Very Small,Performing Arts,3400 San Marino St.,Los Angeles,90006,Los Angeles,CA,34.05407594,-118.3066979
2153,Shumei Arts Council of America,Very Small,Support & Advocacy,2430 E. Colorado Blvd.,Pasadena,91107,Los Angeles,CA,34.1456855,-118.1002896
2166,International City Theatre,Medium,Performing Arts,One World Trade Center,Long Beach,90832,Los Angeles,CA,33.76735087,-118.1994637
2168,artworxLA,Large,Education,1047 W. 24th St.,Los Angeles,90007,Los Angeles,CA,34.0339261,-118.2829668
2175,LA Freewaves,Small,"Broadcasters, Producers, TV, Film & Digital Media",6522 Hollywood Boulevard,Los Angeles,90028,Los Angeles,CA,34.10149885,-118.3318831
2178,Pasadena Summer Youth Chamber Orchestra,Very Small,Performing Arts,734 N. Wilson Ave,Pasadena,91104,Los Angeles,CA,34.15867946,-118.1277944
2194,Shakespeare by the Sea,Small,Performing Arts,777 Centre St,San Pedro,90731,Los Angeles,CA,33.73718394,-118.284051
2205,City of Los Angeles Department of Cultural Affairs,Very Large,Support & Advocacy,201 North Figueroa Street,Los Angeles,90012,Los Angeles,CA,34.05848919,-118.2514088
2208,Inside Out Productions,Small,"Museums, Visual Arts, History",4911 Overland Avenue,Culver City,90230,Los Angeles,CA,34.00927945,-118.3982659
2209,Los Angeles Philharmonic Association,Very Large,Performing Arts,151 South Grand Avenue,Los Angeles,90012,Los Angeles,CA,34.05513103,-118.249399
2212,Camerata Singers of Long Beach,Small,Performing Arts,P.O. Box 15073,Long Beach,90815,Los Angeles,CA,33.794234,-118.115561
2225,"reDiscover Center, Inc.",Small,Education,12958 W Washington Blvd,Los Angeles,90066,Los Angeles,CA,33.99465532,-118.4391768
2242,"Jazz Angels, The",Very Small,Performing Arts,34 Mayapple Way,Irvine,92612,Orange,CA,33.66052285,-117.8252929
2302,Robey Theatre Company,Small,Performing Arts,514 South Spring Street,Los Angeles,90013,Los Angeles,CA,34.04673304,-118.2497377
2348,Machine Project,Small,Education,1200 d north alvarado street,Los Angeles,90026,Los Angeles,CA,34.07808761,-118.2630653
2353,"SST Productions, Inc.",Very Small,Education,4444 Riverside Drive,Burbank,91505,Los Angeles,CA,34.1519072,-118.3485623
2370,Long Beach Community Band,Very Small,Performing Arts,P.O. Box 91503,Long Beach,90809,Los Angeles,CA,33.762376,-118.121919
2378,"Second City Council, The",Very Small,"Museums, Visual Arts, History",435 Alamitos Avenue,Long Beach,90802,Los Angeles,CA,33.77246996,-118.1813561
2391,Son of Semele Ensemble,Very Small,Performing Arts,3301 Beverly Boulevard,Los Angeles,90004,Los Angeles,CA,34.07322255,-118.2846486
2400,South Coast Chorale,Very Small,Performing Arts,P.O. Box 92524,Long Beach,90809,Los Angeles,CA,33.762376,-118.121919
2426,Friends of the Chinese American Museum,Small,"Museums, Visual Arts, History","125 Paseo de la Plaza, Suite 300",Los Angeles,90012,Los Angeles,CA,34.063679,-118.238854
2440,Glendale Arts,Large,Performing Arts,216 North Brand Ave,Glendale,91203,Los Angeles,CA,34.14879114,-118.2545646
2441,Red Hen Press,Medium,"Broadcasters, Producers, TV, Film & Digital Media",P.O. Box 3537,Granada Hills,91394,Los Angeles,CA,34.263508,-118.526054
2442,DUBLAB,Small,"Broadcasters, Producers, TV, Film & Digital Media",4519 Santa Monica Blvd.,Los Angeles,90029,Los Angeles,CA,34.09096094,-118.2871318
2456,Long Beach Chorale,Very Small,Performing Arts,P.O. Box 14377,Long Beach,90853,Los Angeles,CA,33.7604,-118.132702
2464,California Traditional Music Society,Small,Community,4401 Trancas Place,Tarzana,91356,Los Angeles,CA,34.15086571,-118.539844
2478,Long Beach Playhouse,Medium,Performing Arts,5021 East Anaheim Street,Long Beach,90804,Los Angeles,CA,33.78350774,-118.1351223
2480,Rangoli Foundation for Art & Culture,Small,Performing Arts,14748 Morrison Street,Sherman Oaks,91403,Los Angeles,CA,34.16005041,-118.4547315
2485,Internatiional Eye Los Angeles,Very Small,Support & Advocacy,"8703 La Tijera Blvd., Suite 208",Los Angeles,90045,Los Angeles,CA,33.9583424,-118.3932484
2488,Historical Society of Long Beach,Small,"Museums, Visual Arts, History",4260 Atlantic Avenue,Long Beach,90807,Los Angeles,CA,33.83368311,-118.184908
2490,Theatre West,Small,Performing Arts,3333 Cahuenga Blvd West,Los Angeles,90068,Los Angeles,CA,34.1307042,-118.3511017
